429,1,1,QRTZ_BLOB_TRIGGERS,,NULL,QRTZ_BLOB_TRIGGERS QRTZ_BLOB_TRIGGERS SCHED_NAME varchar QRTZ_BLOB_TRIGGERS TRIGGER_GROUP varchar QRTZ_BLOB_TRIGGERS TRIGGER_NAME varchar QRTZ_BLOB_TRIGGERS BLOB_DATA longblob,a3b992c7-886e-4712-8c91-66168bc340a0,2026-08-11 16:47:02.3539143,NULL,NULL
430,1,1,QRTZ_CALENDARS,,NULL,QRTZ_CALENDARS QRTZ_CALENDARS CALENDAR_NAME varchar QRTZ_CALENDARS SCHED_NAME varchar QRTZ_CALENDARS CALENDAR longblob,b5af4ee3-1e3b-485b-9dea-3239700aa016,2026-08-11 16:47:02.6306484,NULL,NULL
431,1,1,QRTZ_CRON_TRIGGERS,,NULL,QRTZ_CRON_TRIGGERS QRTZ_CRON_TRIGGERS SCHED_NAME varchar QRTZ_CRON_TRIGGERS TRIGGER_GROUP varchar QRTZ_CRON_TRIGGERS TRIGGER_NAME varchar QRTZ_CRON_TRIGGERS CRON_EXPRESSION varchar QRTZ_CRON_TRIGGERS TIME_ZONE_ID varchar,773e2eb0-6049-4df1-a8e4-127599f84851,2026-08-11 16:47:02.6334673,NULL,NULL
432,1,1,QRTZ_FIRED_TRIGGERS,,NULL,QRTZ_FIRED_TRIGGERS QRTZ_FIRED_TRIGGERS ENTRY_ID varchar QRTZ_FIRED_TRIGGERS SCHED_NAME varchar QRTZ_FIRED_TRIGGERS FIRED_TIME decimal QRTZ_FIRED_TRIGGERS INSTANCE_NAME varchar QRTZ_FIRED_TRIGGERS IS_NONCONCURRENT bit QRTZ_FIRED_TRIGGERS JOB_GROUP varchar QRTZ_FIRED_TRIGGERS JOB_NAME varchar QRTZ_FIRED_TRIGGERS PRIORITY int QRTZ_FIRED_TRIGGERS REQUESTS_RECOVERY bit QRTZ_FIRED_TRIGGERS SCHED_TIME decimal QRTZ_FIRED_TRIGGERS STATE varchar QRTZ_FIRED_TRIGGERS TRIGGER_GROUP varchar QRTZ_FIRED_TRIGGERS TRIGGER_NAME varchar,bc6dcad3-dbbc-42da-b746-2ae61a3985cd,2026-08-11 16:47:02.6336442,NULL,NULL
433,1,1,QRTZ_JOB_DETAILS,,NULL,QRTZ_JOB_DETAILS QRTZ_JOB_DETAILS JOB_GROUP varchar QRTZ_JOB_DETAILS JOB_NAME varchar QRTZ_JOB_DETAILS SCHED_NAME varchar QRTZ_JOB_DETAILS CREATOR varchar QRTZ_JOB_DETAILS DESCRIPTION varchar QRTZ_JOB_DETAILS IS_DURABLE bit QRTZ_JOB_DETAILS IS_NONCONCURRENT bit QRTZ_JOB_DETAILS IS_UPDATE_DATA bit QRTZ_JOB_DETAILS JOB_CLASS_NAME varchar QRTZ_JOB_DETAILS JOB_DATA longblob QRTZ_JOB_DETAILS REQUESTS_RECOVERY bit,acb9b984-312c-4ac8-aa3b-5f64c362933e,2026-08-11 16:47:02.6339596,NULL,NULL
434,1,1,QRTZ_LOCKS,,NULL,QRTZ_LOCKS QRTZ_LOCKS LOCK_NAME varchar QRTZ_LOCKS SCHED_NAME varchar,a84b2deb-2ee7-4ed6-8b39-bead9104f80c,2026-08-11 16:47:02.6341173,NULL,NULL
435,1,1,QRTZ_PAUSED_TRIGGER_GRPS,,NULL,QRTZ_PAUSED_TRIGGER_GRPS QRTZ_PAUSED_TRIGGER_GRPS SCHED_NAME varchar QRTZ_PAUSED_TRIGGER_GRPS TRIGGER_GROUP varchar,c2c330d7-8758-4372-8b7b-a25acd07c3c3,2026-08-11 16:47:02.6343160,NULL,NULL
436,1,1,QRTZ_SCHEDULER_STATE,,NULL,QRTZ_SCHEDULER_STATE QRTZ_SCHEDULER_STATE INSTANCE_NAME varchar QRTZ_SCHEDULER_STATE SCHED_NAME varchar QRTZ_SCHEDULER_STATE CHECKIN_INTERVAL decimal QRTZ_SCHEDULER_STATE LAST_CHECKIN_TIME decimal,90faee8b-a68f-4798-bc23-e2b574352570,2026-08-11 16:47:02.6344848,NULL,NULL
437,1,1,QRTZ_SIMPLE_TRIGGERS,,NULL,QRTZ_SIMPLE_TRIGGERS QRTZ_SIMPLE_TRIGGERS SCHED_NAME varchar QRTZ_SIMPLE_TRIGGERS TRIGGER_GROUP varchar QRTZ_SIMPLE_TRIGGERS TRIGGER_NAME varchar QRTZ_SIMPLE_TRIGGERS REPEAT_COUNT decimal QRTZ_SIMPLE_TRIGGERS REPEAT_INTERVAL decimal QRTZ_SIMPLE_TRIGGERS TIMES_TRIGGERED decimal,7a475996-e396-465d-9419-5ab3a19c709b,2026-08-11 16:47:02.6346576,NULL,NULL
438,1,1,QRTZ_SIMPROP_TRIGGERS,,NULL,QRTZ_SIMPROP_TRIGGERS QRTZ_SIMPROP_TRIGGERS SCHED_NAME varchar QRTZ_SIMPROP_TRIGGERS TRIGGER_GROUP varchar QRTZ_SIMPROP_TRIGGERS TRIGGER_NAME varchar QRTZ_SIMPROP_TRIGGERS BOOL_PROP_1 bit QRTZ_SIMPROP_TRIGGERS BOOL_PROP_2 bit QRTZ_SIMPROP_TRIGGERS DEC_PROP_1 decimal QRTZ_SIMPROP_TRIGGERS DEC_PROP_2 decimal QRTZ_SIMPROP_TRIGGERS INT_PROP_1 int QRTZ_SIMPROP_TRIGGERS INT_PROP_2 int QRTZ_SIMPROP_TRIGGERS LONG_PROP_1 decimal QRTZ_SIMPROP_TRIGGERS LONG_PROP_2 decimal QRTZ_SIMPROP_TRIGGERS STR_PROP_1 varchar QRTZ_SIMPROP_TRIGGERS STR_PROP_2 varchar QRTZ_SIMPROP_TRIGGERS STR_PROP_3 varchar,f9c691f2-ee7d-4c72-bed6-20d4a850746d,2026-08-11 16:47:02.6347938,NULL,NULL
